0xffa1ad74, VERSION, abiLoanToken
0xc5bf0e9d, flashBorrow, abiLoanToken
0xc91d59fe, gasToken, abiLoanToken
0x04797930, getBorrowAmountForDeposit, abiLoanToken
0x631a3ef8, getDepositAmountForBorrow, abiLoanToken
0x6b40cd40, getEstimatedMarginDetails, abiLoanToken
0x829b38f4, getMaxEscrowAmount, abiLoanToken
0x1d0806ae, initialPrice, abiLoanToken
0x8f32d59b, isOwner, abiLoanToken
0x3291c11a, loanParamsIds, abiLoanToken
0x797bf385, loanTokenAddress, abiLoanToken
0xd759dbeb, lowUtilBaseRate, abiLoanToken
0x7e37c08c, lowUtilRateMultiplier, abiLoanToken
0x14dfe792, marginTrade, abiLoanToken
0x612ef80b, marketLiquidity, abiLoanToken
0x40c10f19, mint, abiLoanToken
0x06fdde03, name, abiLoanToken
0xb9fe1a8f, nextBorrowInterestRate, abiLoanToken
0xd65a5021, nextSupplyInterestRate, abiLoanToken
0x8da5cb5b, owner, abiLoanToken
0x54198ce9, profitOf, abiLoanToken
0x330691ac, rateMultiplier, abiLoanToken
0x09ec6b6b, supplyInterestRate, abiLoanToken
0x95d89b41, symbol, abiLoanToken
0x420a83e7, tokenHolder, abiLoanToken
0x7ff9b596, tokenPrice, abiLoanToken
0x20f6d07c, totalAssetBorrow, abiLoanToken
0x8fb807c5, totalAssetSupply, abiLoanToken
0x18160ddd, totalSupply, abiLoanToken
0x12416898, totalSupplyInterestRate, abiLoanToken
0xa9059cbb, transfer, abiLoanToken
0x23b872dd, transferFrom, abiLoanToken
0xf2fde38b, transferOwnership, abiLoanToken
0x284e2f56, updateSettings, abiLoanToken
0xffa1ad74, VERSION, abiStopFunction
0x7288b344, _supplyInterestRate, abiStopFunction
0x0f9dad71, wethTokenAddress, abiLoanToken
0xdd62ed3e, allowance, abiStopFunction
0x095ea7b3, approve, abiStopFunction
0x06b3efd6, assetBalanceOf, abiStopFunction
0x44a4a003, avgBorrowInterestRate, abiStopFunction
0x70a08231, balanceOf, abiStopFunction
0x1f68f20a, baseRate, abiStopFunction
0x2ea295fa, borrow, abiStopFunction
0x8325a1c0, borrowInterestRate, abiStopFunction
0x9dc29fac, burn, abiStopFunction
0xeebc5081, checkpointPrice, abiStopFunction
0x7b7933b4, checkpointSupply, abiStopFunction
0x313ce567, decimals, abiStopFunction
0x04797930, getBorrowAmountForDeposit, abiStopFunction
0x631a3ef8, getDepositAmountForBorrow, abiStopFunction
0x6b40cd40, getEstimatedMarginDetails, abiStopFunction
0x829b38f4, getMaxEscrowAmount, abiStopFunction
0x1d0806ae, initialPrice, abiStopFunction
0x8f32d59b, isOwner, abiStopFunction
0x3291c11a, loanParamsIds, abiStopFunction
0x56e07d70, kinkLevel, abiStopFunction
0x797bf385, loanTokenAddress, abiStopFunction
0xd759dbeb, lowUtilBaseRate, abiStopFunction
0x7e37c08c, lowUtilRateMultiplier, abiStopFunction
0x14dfe792, marginTrade, abiStopFunction
0x612ef80b, marketLiquidity, abiStopFunction
0xef2b0b39, maxScaleRate, abiStopFunction
0x40c10f19, mint, abiStopFunction
0x06fdde03, name, abiStopFunction
0xb9fe1a8f, nextBorrowInterestRate, abiStopFunction
0xd65a5021, nextSupplyInterestRate, abiStopFunction
0x8da5cb5b, owner, abiStopFunction
0x330691ac, rateMultiplier, abiStopFunction
0x54198ce9, profitOf, abiStopFunction
0x06947a3a, sovrynContractAddress, abiStopFunction
0x09ec6b6b, supplyInterestRate, abiStopFunction
0x95d89b41, symbol, abiStopFunction
0xba0e43bf, targetLevel, abiStopFunction
0x7ff9b596, tokenPrice, abiStopFunction
0x20f6d07c, totalAssetBorrow, abiStopFunction
0x8fb807c5, totalAssetSupply, abiStopFunction
0x18160ddd, totalSupply, abiStopFunction
0x12416898, totalSupplyInterestRate, abiStopFunction
0xa9059cbb, transfer, abiStopFunction
0x23b872dd, transferFrom, abiStopFunction
0xf2fde38b, transferOwnership, abiStopFunction
0x284e2f56, updateSettings, abiStopFunction
0x2f6b600d, wrbtcTokenAddress, abiStopFunction
0xdd62ed3e, allowance, abiStopFunction
0x70a08231, balanceOf, abiStopFunction
0x1f68f20a, baseRate, abiStopFunction
0x7b7933b4, checkpointSupply, abiStopFunction
0x313ce567, decimals, abiStopFunction
0x1d0806ae, initialPrice, abiStopFunction
0x90657147, initialize, abiStopFunction
0x8f32d59b, isOwner, abiStopFunction
0x56e07d70, kinkLevel, abiStopFunction
0x3291c11a, loanParamsIds, abiStopFunction
0x797bf385, loanTokenAddress, abiStopFunction
0xd759dbeb, lowUtilBaseRate, abiStopFunction
0x7e37c08c, lowUtilRateMultiplier, abiStopFunction
0xef2b0b39, maxScaleRate, abiStopFunction
0x06fdde03, name, abiStopFunction
0x8da5cb5b, owner, abiStopFunction
0x330691ac, rateMultiplier, abiStopFunction
0x776d1a01, setTarget, abiStopFunction
0x06947a3a, sovrynContractAddress, abiStopFunction
0x95d89b41, symbol, abiStopFunction
0xba0e43bf, targetLevel, abiStopFunction
0x18160ddd, totalSupply, abiStopFunction
0xf2fde38b, transferOwnership, abiStopFunction
0x2f6b600d, wrbtcTokenAddress, abiStopFunction
0xdd62ed3e, allowance, abiStopFunction
0x70a08231, balanceOf, abiStopFunction
0x1f68f20a, baseRate, abiStopFunction
0x7b7933b4, checkpointSupply, abiStopFunction
0x313ce567, decimals, abiStopFunction
0xe697d2ee, disableLoanParams, abiStopFunction
0x8f32d59b, isOwner, abiStopFunction
0x1d0806ae, initialPrice, abiStopFunction
0x56e07d70, kinkLevel, abiStopFunction
0x3291c11a, loanParamsIds, abiStopFunction
0x797bf385, loanTokenAddress, abiStopFunction
0xd759dbeb, lowUtilBaseRate, abiStopFunction
0x7e37c08c, lowUtilRateMultiplier, abiStopFunction
0xef2b0b39, maxScaleRate, abiStopFunction
0x06fdde03, name, abiStopFunction
0x8da5cb5b, owner, abiStopFunction
0x330691ac, rateMultiplier, abiStopFunction
0xd97206a4, setDemandCurve, abiStopFunction
0xd8f06c83, setupLoanParams, abiStopFunction
0x06947a3a, sovrynContractAddress, abiStopFunction
0x95d89b41, symbol, abiStopFunction
0xe3cded61, toggleFunctionPause, abiStopFunction
0xba0e43bf, targetLevel, abiStopFunction
0x18160ddd, totalSupply, abiStopFunction
0xf2fde38b, transferOwnership, abiStopFunction
0xdd62ed3e, allowance, abiTestToken
0x095ea7b3, approve, abiTestToken
0x70a08231, balanceOf, abiTestToken
0x9dc29fac, burn, abiTestToken
0x313ce567, decimals, abiTestToken
0x40c10f19, mint, abiTestToken
0x06fdde03, name, abiTestToken
0x95d89b41, symbol, abiTestToken
0x18160ddd, totalSupply, abiTestToken
0xa9059cbb, transfer, abiTestToken
0x23b872dd, transferFrom, abiTestToken
0xdd62ed3e, allowance, abiTestWBRTCToken
0x095ea7b3, approve, abiTestWBRTCToken
0x9dc29fac, burn, abiTestWBRTCToken
0x70a08231, balanceOf, abiTestWBRTCToken
0x313ce567, decimals, abiTestWBRTCToken
0xd0e30db0, deposit, abiTestWBRTCToken
0x40c10f19, mint, abiTestWBRTCToken
0x06fdde03, name, abiTestWBRTCToken
0x95d89b41, symbol, abiTestWBRTCToken
0x18160ddd, totalSupply, abiTestWBRTCToken
0xa9059cbb, transfer, abiTestWBRTCToken
0x23b872dd, transferFrom, abiTestWBRTCToken
0x2e1a7d4d, withdraw, abiTestWBRTCToken
0xe744092e, allowedTokens, AllowTokensAbi
0x67eeba0c, dailyLimit, AllowTokensAbi
0x07ff40b2, feeConstToken, AllowTokensAbi
0x8f32d59b, isOwner, AllowTokensAbi
0x3bb07baf, minAllowedToken, AllowTokensAbi
0x8da5cb5b, owner, AllowTokensAbi
0x715018a6, renounceOwnership, AllowTokensAbi
0xf2fde38b, transferOwnership, AllowTokensAbi
0xb2bb1a3a, isValidatingAllowedTokens, AllowTokensAbi
0xcf66d5c5, getMaxTokensAllowed, AllowTokensAbi
0xf9eaee0d, isTokenAllowed, AllowTokensAbi
0xe7374457, getMinTokensAllowed, AllowTokensAbi
0x4178617f, addAllowedToken, AllowTokensAbi
0x90469a9d, removeAllowedToken, AllowTokensAbi
0x6066af8a, enableAllowedTokensValidation, AllowTokensAbi
0x89827ed9, disableAllowedTokensValidation, AllowTokensAbi
0x8aed8df5, setMaxTokensAllowed, AllowTokensAbi
0x77977f89, setMinTokensAllowed, AllowTokensAbi
0xcea08621, changeDailyLimit, AllowTokensAbi
0x9a4819bc, isValidTokenTransfer, AllowTokensAbi
0x680dc640, calcMaxWithdraw, AllowTokensAbi
0x965493ed, getMinPerToken, AllowTokensAbi
0x1da0dff1, getFeePerToken, AllowTokensAbi
0xe2522fe3, setFeeAndMinPerToken, AllowTokensAbi
0xdd62ed3e, allowance, BabelfishAggregator
0x095ea7b3, approve, BabelfishAggregator
0x70a08231, balanceOf, BabelfishAggregator
0x674a64e0, cacheSize, BabelfishAggregator
0x2a2fab22, collectInterest, BabelfishAggregator
0x7e8901ea, collectPlatformInterest, BabelfishAggregator
0x313ce567, decimals, BabelfishAggregator
0xa457c2d7, decreaseAllowance, BabelfishAggregator
0xeeea5d36, getBasketManager, BabelfishAggregator
0x72ea9076, getSwapOutput, BabelfishAggregator
0x39509351, increaseAllowance, BabelfishAggregator
0xd7d52266, forgeValidator, BabelfishAggregator
0xdb0ed6a0, initialize, BabelfishAggregator
0x960015a2, redeemToBridge, BabelfishAggregator
0x5d864ced, lockForgeValidator, BabelfishAggregator
0x40c10f19, mint, BabelfishAggregator
0x84f9378a, mintMulti, BabelfishAggregator
0x438b1b4b, mintTo, BabelfishAggregator
0x06fdde03, name, BabelfishAggregator
0xa3f5c1d2, nexus, BabelfishAggregator
0x1e9a6950, redeem, BabelfishAggregator
0xabe743ff, redeemMasset, BabelfishAggregator
0xaa3053b0, redeemMulti, BabelfishAggregator
0xfb2c9223, redeemTo, BabelfishAggregator
0x458f5815, redemptionFee, BabelfishAggregator
0x1820783d, setCacheSize, BabelfishAggregator
0x7dbc1df0, setRedemptionFee, BabelfishAggregator
0x13888565, surplus, BabelfishAggregator
0x34e19907, setSwapFee, BabelfishAggregator
0x6e81221c, swap, BabelfishAggregator
0x54cf2aeb, swapFee, BabelfishAggregator
0x95d89b41, symbol, BabelfishAggregator
0xa9059cbb, transfer, BabelfishAggregator
0x18160ddd, totalSupply, BabelfishAggregator
0x23b872dd, transferFrom, BabelfishAggregator
0x26bbe60a, upgradeForgeValidator, BabelfishAggregator
0xdd62ed3e, allowance, BabelFish_MassetAbi
0x095ea7b3, approve, BabelFish_MassetAbi
0x70a08231, balanceOf, BabelFish_MassetAbi
0x674a64e0, cacheSize, BabelFish_MassetAbi
0x2a2fab22, collectInterest, BabelFish_MassetAbi
0x7e8901ea, collectPlatformInterest, BabelFish_MassetAbi
0x313ce567, decimals, BabelFish_MassetAbi
0xa457c2d7, decreaseAllowance, BabelFish_MassetAbi
0xd7d52266, forgeValidator, BabelFish_MassetAbi
0xeeea5d36, getBasketManager, BabelFish_MassetAbi
0x72ea9076, getSwapOutput, BabelFish_MassetAbi
0x39509351, increaseAllowance, BabelFish_MassetAbi
0xdb0ed6a0, initialize, BabelFish_MassetAbi
0x960015a2, redeemToBridge, BabelFish_MassetAbi
0x5d864ced, lockForgeValidator, BabelFish_MassetAbi
0x40c10f19, mint, BabelFish_MassetAbi
0x84f9378a, mintMulti, BabelFish_MassetAbi
0x438b1b4b, mintTo, BabelFish_MassetAbi
0x06fdde03, name, BabelFish_MassetAbi
0xa3f5c1d2, nexus, BabelFish_MassetAbi
0x1e9a6950, redeem, BabelFish_MassetAbi
0xabe743ff, redeemMasset, BabelFish_MassetAbi
0xaa3053b0, redeemMulti, BabelFish_MassetAbi
0xfb2c9223, redeemTo, BabelFish_MassetAbi
0x458f5815, redemptionFee, BabelFish_MassetAbi
0x1820783d, setCacheSize, BabelFish_MassetAbi
0x7dbc1df0, setRedemptionFee, BabelFish_MassetAbi
0x34e19907, setSwapFee, BabelFish_MassetAbi
0x13888565, surplus, BabelFish_MassetAbi
0x6e81221c, swap, BabelFish_MassetAbi
0x95d89b41, symbol, BabelFish_MassetAbi
0x18160ddd, totalSupply, BabelFish_MassetAbi
0xa9059cbb, transfer, BabelFish_MassetAbi
0x54cf2aeb, swapFee, BabelFish_MassetAbi
0x23b872dd, transferFrom, BabelFish_MassetAbi
0x26bbe60a, upgradeForgeValidator, BabelFish_MassetAbi
0x29a00e7c, calculatePurchaseReturn, BancorFomula
0x49f9b0f7, calculateSaleReturn, BancorFomula
0xa53d6e6e, allowTokens, BridgeAbi
0x9a95053e, ethFeeCollected, BridgeAbi
0x82dc1ec4, addPauser, BridgeAbi
0xe6fc7744, feePercentageDivider, BridgeAbi
0xe265d0ba, initialPrefixSetup, BridgeAbi
0x8129fc1c, initialize, BridgeAbi
0x8f32d59b, isOwner, BridgeAbi
0xc4d66de8, initialize, BridgeAbi
0x46fbf68e, isPauser, BridgeAbi
0xec791374, isSuffix, BridgeAbi
0xb7947262, isUpgrading, BridgeAbi
0x6b0c932d, lastDay, BridgeAbi
0x5d447129, knownTokens, BridgeAbi
0xe6ede14d, mappedTokens, BridgeAbi
0xf74032f0, originalTokens, BridgeAbi
0x8da5cb5b, owner, BridgeAbi
0x8456cb59, pause, BridgeAbi
0x5c975abb, paused, BridgeAbi
0xc1f0808a, processed, BridgeAbi
0x715018a6, renounceOwnership, BridgeAbi
0x6ef8d66d, renouncePauser, BridgeAbi
0xb86f60d2, sideTokenFactory, BridgeAbi
0xf059cf2b, spentToday, BridgeAbi
0x59a8a867, symbolPrefix, BridgeAbi
0xf2fde38b, transferOwnership, BridgeAbi
0x3f4ba83a, unpause, BridgeAbi
0x54fd4d50, version, BridgeAbi
0x0e6ec779, acceptTransfer, BridgeAbi
0xd058ae96, acceptTransferAt, BridgeAbi
0x7e5d3620, receiveTokensAt, BridgeAbi
0x35729130, receiveTokens, BridgeAbi
0x0023de29, tokensReceived, BridgeAbi
0xe8340a99, getTransactionId, BridgeAbi
0x4bc9fdc2, calcMaxWithdraw, BridgeAbi
0xfa0caa16, changeFederation, BridgeAbi
0xea217091, getFederation, BridgeAbi
0x42cdb2c6, changeSideTokenFactory, BridgeAbi
0x2239c48a, startUpgrade, BridgeAbi
0x257e1f8f, endUpgrade, BridgeAbi
0x96989407, receiveEthAt, BridgeAbi
0x6a4234eb, setWETHAddress, BridgeAbi
0x1e1c24b5, initialSymbolPrefixSetup, BridgeAbi
0x916dc59d, changeAllowTokens, BridgeAbi
0xcb112a1e, withdrawAllEthFees, BridgeAbi
0xb6240bc0, setNativeTokenSymbol, BridgeAbi
0xd12d6413, getNativeTokenSymbol, BridgeAbi
0xf851a440, admin, bzxAbi
0xae0a8530, affiliateFeePercent, bzxAbi
0xbdee453c, affiliateRewardsHeld, bzxAbi
0xf589a3e7, affiliateTradingTokenFeePercent, bzxAbi
0x6e663730, affiliatesUserReferrer, bzxAbi
0x1b7bde74, affiliatesReferrerBalances, bzxAbi
0x585314cf, borrowOrTradeFromPool, bzxAbi
0x3fca506e, borrowerNonce, bzxAbi
0x065d810f, borrowerOrders, bzxAbi
0xedab119f, borrowingFeePercent, bzxAbi
0xb7e15241, borrowingFeeTokensHeld, bzxAbi
0xb30643d9, borrowingFeeTokensPaid, bzxAbi
0xb17da56e, checkPriceDivergence, bzxAbi
0x366f513b, closeWithDeposit, bzxAbi
0xf8de21d2, closeWithSwap, bzxAbi
0x4115a2b6, delegatedManagers, bzxAbi
0xdea9b464, depositCollateral, bzxAbi
0x3c56ae1b, depositProtocolToken, bzxAbi
0xfe30fa6a, disableLoanParams, bzxAbi
0xacc04348, feeRebatePercent, bzxAbi
0x5daf8a82, extendLoanByInterest, bzxAbi
0xe8f62764, feesController, bzxAbi
0x60857c2c, getActiveLoans, bzxAbi
0x8417a2ae, getAffiliateRewardsHeld, bzxAbi
0x824fcdc9, getAffiliateTradingTokenFeePercent, bzxAbi
0xf19ece6f, getAffiliatesReferrerBalances, bzxAbi
0xa22473a2, getAffiliatesReferrerTokenBalance, bzxAbi
0x1c9f66c2, getAffiliatesReferrerTokensList, bzxAbi
0xd80100ea, getAffiliatesTokenRewardsValueInRbtc, bzxAbi
0x115cc0ce, getAffiliatesUserReferrer, bzxAbi
0xe762319f, getBorrowAmount, bzxAbi
0xc22552f7, getDedicatedSOVRebate, bzxAbi
0xd67f7077, getEstimatedMarginExposure, bzxAbi
0x3f1ae8b9, getFeeRebatePercent, bzxAbi
0x61e9a50b, getLegacyOracle, bzxAbi
0xd1979fb0, getLenderInterestData, bzxAbi
0x8932f5f7, getLoan, bzxAbi
0x9b16cd87, getLoanInterestData, bzxAbi
0x2d9cd076, getLoanParams, bzxAbi
0xcf59e67b, getLoanParamsList, bzxAbi
0x402946b9, getLoanPoolsList, bzxAbi
0xf44942ec, getLockedSOVAddress, bzxAbi
0xb41263b6, getMinReferralsToPayout, bzxAbi
0x07024c25, getProtocolAddress, bzxAbi
0x249556fb, getReferralsList, bzxAbi
0x25decac0, getRequiredCollateral, bzxAbi
0x4bcfe726, getSovTokenAddress, bzxAbi
0x59d0d9ec, getSpecialRebates, bzxAbi
0x69455ddc, getSwapExpectedReturn, bzxAbi
0x462096f3, getSwapExternalFeePercent, bzxAbi
0xda1b620b, getTarget, bzxAbi
0x4a1e88fe, getTotalPrincipal, bzxAbi
0xe4196480, getTradingRebateRewardsBasisPoint, bzxAbi
0x02a3fe64, getUserLoans, bzxAbi
0xb05f6570, getUserNotFirstTradeFlag, bzxAbi
0x8f32d59b, isOwner, bzxAbi
0x115dd4b1, isLoanPool, bzxAbi
0xdac88561, isProtocolPaused, bzxAbi
0x62fff3f6, lenderInterest, bzxAbi
0x3432423c, lenderOrders, bzxAbi
0x4699f846, lendingFeePercent, bzxAbi
0x4203e395, lendingFeeTokensHeld, bzxAbi
0x92d894f8, lendingFeeTokensPaid, bzxAbi
0xe4f3e739, liquidate, bzxAbi
0xf6ddc8b3, liquidationIncentivePercent, bzxAbi
0x569fc1fb, loanInterest, bzxAbi
0xcb6eacd1, loanParams, bzxAbi
0x8dc48ba5, loanPoolToUnderlying, bzxAbi
0xc4a90815, loans, bzxAbi
0xd288208c, lockedSOVAddress, bzxAbi
0x17548b79, logicTargets, bzxAbi
0xd473c2da, maxDisagreement, bzxAbi
0x4f28cac2, maxSwapSize, bzxAbi
0xca74a5d9, minInitialMargin, bzxAbi
0x742e6798, minReferralsToPayout, bzxAbi
0x8da5cb5b, owner, bzxAbi
0x8456cb59, pause, bzxAbi
0x0d4d11fe, payTradingFeeToAffiliatesReferrer, bzxAbi
0x78d849ed, priceFeeds, bzxAbi
0x0676c1b7, protocolAddress, bzxAbi
0xf706b1f2, protocolTokenAddress, bzxAbi
0x7a8faeb8, protocolTokenHeld, bzxAbi
0x2f470764, protocolTokenPaid, bzxAbi
0x3d45dd49, reduceLoanByInterest, bzxAbi
0xfb08fdaa, replaceContract, bzxAbi
0xcf0eda84, rollover, bzxAbi
0x574442cc, rolloverBaseReward, bzxAbi
0x959083d3, rolloverFlexFeePercent, bzxAbi
0xd21f8e24, setAffiliateFeePercent, bzxAbi
0xa32bb683, setAffiliateTradingTokenFeePercent, bzxAbi
0xc9ddf448, setAffiliatesReferrer, bzxAbi
0x17f8b788, setBorrowingFeePercent, bzxAbi
0x33d8991f, setDelegatedManager, bzxAbi
0xe8997dbd, setFeesController, bzxAbi
0x051e6c23, setLegacyOracles, bzxAbi
0xd238db22, setLendingFeePercent, bzxAbi
0xa2ab1ba1, setLiquidationIncentivePercent, bzxAbi
0x59e49e0f, setLoanPool, bzxAbi
0x4dd053a5, setLockedSOVAddress, bzxAbi
0x7fb202e5, setMaxDisagreement, bzxAbi
0x355a395f, setMaxSwapSize, bzxAbi
0xc7c333f0, setMinReferralsToPayoutAffiliates, bzxAbi
0x74626404, setPriceFeedContract, bzxAbi
0xe3ff9370, setProtocolTokenAddress, bzxAbi
0x9c53874f, setRebatePercent, bzxAbi
0xb1558b72, setRolloverBaseReward, bzxAbi
0xa6e7cc28, setSourceBuffer, bzxAbi
0x6fbae33b, setSOVTokenAddress, bzxAbi
0xea0e3930, setSpecialRebates, bzxAbi
0x9254e6bf, setSovrynProtocolAddress, bzxAbi
0x2d77d0d0, setSovrynSwapContractRegistryAddress, bzxAbi
0x84eaa9e0, setSupportedTokens, bzxAbi
0x29f9986d, setSwapExternalFeePercent, bzxAbi
0x1a81c191, setSwapsImplContract, bzxAbi
0xa012d827, setTargets, bzxAbi
0x0c615ee9, setTradingFeePercent, bzxAbi
0xa1eb5683, setTradingRebateRewardsBasisPoint, bzxAbi
0xf06a9c6b, setUserNotFirstTradeFlag, bzxAbi
0xa1ae275e, setupLoanParams, bzxAbi
0xf0e085f5, sourceBuffer, bzxAbi
0xb9cffa3e, sovTokenAddress, bzxAbi
0xd9eaaa64, setWrbtcToken, bzxAbi
0xba4861e9, sovrynSwapContractRegistryAddress, bzxAbi
0xcd5d808d, specialRebates, bzxAbi
0xe321b540, swapExternal, bzxAbi
0x7420ca3e, swapsImpl, bzxAbi
0x68c4ac26, supportedTokens, bzxAbi
0xda541e09, togglePaused, bzxAbi
0x2a324027, tradingFeePercent, bzxAbi
0xd485045e, tradingFeeTokensHeld, bzxAbi
0x3452d2d4, tradingFeeTokensPaid, bzxAbi
0xf2fde38b, transferOwnership, bzxAbi
0x218b39c6, underlyingToLoanPool, bzxAbi
0x24cc5749, userNotFirstTradeFlag, bzxAbi
0xac92fd8e, withdrawAffiliatesReferrerTokenFees, bzxAbi
0xe81fefa0, withdrawAccruedInterest, bzxAbi
0xadfcbc98, withdrawAllAffiliatesReferrerTokenFees, bzxAbi
0x32e4706f, withdrawBorrowingFees, bzxAbi
0xdb35400d, withdrawCollateral, bzxAbi
0xb1ac89ca, withdrawLendingFees, bzxAbi
0x96881857, withdrawProtocolToken, bzxAbi
0x74326e8f, withdrawTradingFees, bzxAbi
0xafe84009, wrbtcToken, bzxAbi
0x024c7ec7, restrictRegistryUpdate, ConverterRegistry
0x04ceaf41, getSmartTokens, ConverterRegistry
0x11839064, getConvertibleTokenAnchors, ConverterRegistry
0x1d3fccd5, getLiquidityPoolByConfig, ConverterRegistry
0x1f8e2620, getConvertersBySmartTokens, ConverterRegistry
0x295d2a21, setupConverter, ConverterRegistry
0x2fe8a6ad, onlyOwnerCanUpdateRegistry, ConverterRegistry
0x3ab8857c, isConvertibleToken, ConverterRegistry
0x4123ef60, isSmartToken, ConverterRegistry
0x49c5f32b, getConvertibleTokenAnchorCount, ConverterRegistry
0x49d10b64, updateRegistry, ConverterRegistry
0x4c7df18f, getAnchor, ConverterRegistry
0x5a0a6618, newConverter, ConverterRegistry
0x5f1b50fe, getConvertibleTokens, ConverterRegistry
0x603f51e4, getConvertibleTokenAnchor, ConverterRegistry
0x610c0b05, getConvertersByAnchors, ConverterRegistry
0x69be4784, getConvertibleTokenCount, ConverterRegistry
0x725b8786, isConvertibleTokenSmartToken, ConverterRegistry
0x61cd756e, prevRegistry, ConverterRegistry
0x7a5f0ffd, getLiquidityPoolCount, ConverterRegistry
0x79ba5097, acceptOwnership, ConverterRegistry
0x7b103999, registry, ConverterRegistry
0x6ce1c4dc, addConverter, ConverterRegistry
0x7f45c4c3, getLiquidityPools, ConverterRegistry
0x865cf194, getConvertibleToken, ConverterRegistry
0x8da5cb5b, owner, ConverterRegistry
0x8f1d0e1a, isSimilarLiquidityPoolRegistered, ConverterRegistry
0x954254f5, isConverterValid, ConverterRegistry
0xa43d5e94, getConvertibleTokenSmartTokenCount, ConverterRegistry
0x9e76a007, removeConverter, ConverterRegistry
0xa109d214, getSmartToken, ConverterRegistry
0xa74498aa, getLiquidityPool, ConverterRegistry
0xb4a176d3, restoreRegistry, ConverterRegistry
0xb4c4197a, isConvertibleTokenAnchor, ConverterRegistry
0xc22b82f0, getLiquidityPoolByReserveConfig, ConverterRegistry
0xd3182bed, getAnchorCount, ConverterRegistry
0xd4ee1d90, newOwner, ConverterRegistry
0xd6c4b5b2, getConvertibleTokenSmartToken, ConverterRegistry
0xd8cced2a, isAnchor, ConverterRegistry
0xe571049b, getSmartTokenCount, ConverterRegistry
0xeffb3c6e, getAnchors, ConverterRegistry
0xe85455d7, isLiquidityPool, ConverterRegistry
0xf4fb86c0, getConvertibleTokenSmartTokens, ConverterRegistry
0xf2fde38b, transferOwnership, ConverterRegistry
0xfde8c6e5, InvestorTotalDeposits, CrowdSale
0xf851a440, admin, CrowdSale
0x69bb4dc2, availableTokens, CrowdSale
0x998aca42, crowdSaleSupply, CrowdSale
0xefbe1c1c, end, CrowdSale
0xf02835f6, isStopSale, CrowdSale
0x33b5b62e, minPurchase, CrowdSale
0x8da5cb5b, owner, CrowdSale
0x2c4e722e, rate, CrowdSale
0x487f298f, reimburseRBTC, CrowdSale
0x715018a6, renounceOwnership, CrowdSale
0x9b8906ae, saleEnded, CrowdSale
0x58e88194, sovrynAddress, CrowdSale
0xfc0c546a, token, CrowdSale
0xf7abab9e, tokenTotalSupply, CrowdSale
0xf2fde38b, transferOwnership, CrowdSale
0x4042b66f, weiRaised, CrowdSale
0xa6f2ae3a, buy, CrowdSale
0x707a4e96, start, CrowdSale
0x4d7edc15, assignTokens, CrowdSale
0x114f6769, getMaxPurchase, CrowdSale
0x3082d4c8, saleClosure, CrowdSale
0x8d8f2adb, withdrawTokens, CrowdSale
0x24600fc3, withdrawFunds, CrowdSale
0x70a08231, balanceOf, CrowdSale
0xf88c27eb, stopSell, CrowdSale
0xdd62ed3e, allowance, CSOVToken
0x095ea7b3, approve, CSOVToken
0x313ce567, decimals, CSOVToken
0x70a08231, balanceOf, CSOVToken
0xa457c2d7, decreaseAllowance, CSOVToken
0x39509351, increaseAllowance, CSOVToken
0xf9059832, isSaleEnded, CSOVToken
0x06fdde03, name, CSOVToken
0x8da5cb5b, owner, CSOVToken
0x3082d4c8, saleClosure, CSOVToken
0x84058eaa, setSaleAdmin, CSOVToken
0x95d89b41, symbol, CSOVToken
0x18160ddd, totalSupply, CSOVToken
0xa9059cbb, transfer, CSOVToken
0x23b872dd, transferFrom, CSOVToken
0xf2fde38b, transferOwnership, CSOVToken
0x06fdde03, name, erc20
0x095ea7b3, approve, erc20
0x18160ddd, totalSupply, erc20
0x23b872dd, transferFrom, erc20
0x313ce567, decimals, erc20
0x95d89b41, symbol, erc20
0xa9059cbb, transfer, erc20
0xdd62ed3e, allowance, erc20
0x08dcb360, SOV, EscrowRewardsAbi
0xb595c1d9, changeStateToHolding, EscrowRewardsAbi
0xecf70858, depositLimit, EscrowRewardsAbi
0x70a08231, balanceOf, erc20
0x63683e5b, depositRewardByMultisig, EscrowRewardsAbi
0xdd49756e, depositTokens, EscrowRewardsAbi
0x09d9287f, depositTokensByMultisig, EscrowRewardsAbi
0xc00007b0, getReward, EscrowRewardsAbi
0x47734892, getUserBalance, EscrowRewardsAbi
0xe1c7392a, init, EscrowRewardsAbi
0x4783c35b, multisig, EscrowRewardsAbi
0xb91d4001, releaseTime, EscrowRewardsAbi
0xf7c618c1, rewardToken, EscrowRewardsAbi
0x200d2ed2, status, EscrowRewardsAbi
0xf6153ccd, totalDeposit, EscrowRewardsAbi
0xb92fd178, totalRewardDeposit, EscrowRewardsAbi
0x2929c25c, updateMultisig, EscrowRewardsAbi
0x0c6ca129, updateReleaseTimestamp, EscrowRewardsAbi
0x27debc0f, updateDepositLimit, EscrowRewardsAbi
0xf8cf31cb, updateRewardToken, EscrowRewardsAbi
0x309481e4, withdrawTokensAndReward, EscrowRewardsAbi
0x8d8f2adb, withdrawTokens, EscrowRewardsAbi
0x77c5e10e, withdrawTokensByMultisig, EscrowRewardsAbi
0x74db0769, MAXIMUM_VALID_NONCE, fastBtcBridge
0xe01308bc, MAX_BASE_FEE_SATOSHI, fastBtcBridge
